text,tags
David Bowie Watermelon Sugar,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE"
Inside Out 1440p WEBRip XviD DDP,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Inception 1988 1080p IMAX BDREMUX x264 MZABI,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Sled S05E11 1959 1440p XviD,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
Finding Nemo,"B-TITLE,I-TITLE"
Аритмия 1971,"B-TITLE,B-YEAR"
Money Heist S08E13 1974 1440p AV1,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
Valeriy Meladze Boshetunmay,"B-ARTIST,I-ARTIST,B-TITLE"
Joker 1975,"B-TITLE,B-YEAR"
2002 Jurassic World 8K 10bit AVC,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Ex Machina 1951 720p HDTV VP9 AMZN,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Turetskiy Gambit 1959,"B-TITLE,I-TITLE,B-YEAR"
Interstellar 1995,"B-TITLE,B-YEAR"
Parasite 1980 8K DVDRip WiKi,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Korol i Shut Vosmiklassnitsa DSD,"B-ARTIST,I-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Hey Jude,"B-TITLE,I-TITLE"
Arrival 1440p,"B-TITLE,B-QUALITY"
The Mandalorian S03E12 720p,"B-TITLE,I-TITLE,O,B-QUALITY"
Yolki 1959 4K HEVC,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Soul 1981 4K HDTV DTS X CtrlHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Pulp Fiction 1992 8K UHD REMUX TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Zemfira Vosmiklassnitsa ALAC,"B-ARTIST,B-TITLE,B-QUALITY"
Stas Mihaylov Nam s Toboy FLAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Skyfall 1978 2160p 10bit BRRip MEZG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Goodfellas,B-TITLE
Eminem Crawling,"B-ARTIST,B-TITLE"
265,O
Ёлки 2021 1440p HDTV DivX DD5 1,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1964 John Wick 2160p HDTV,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
The Prestige 2020 720p BRRip Atmos,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Brilliantovaya Ruka 2013 4K BRRip AVC CtrlHD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Chernaya Molniya 1959 HDR10Plus HDTV HONE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Aquaman 1440p WEB DL,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Sklifosovskiy S02E08 1962 8K BDREMUX HEVC,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Inside Out 1996 1440p AV1,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Linkin Park Watermelon Sugar FLAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Joker 2160p IMAX BRRip,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
The Lord of the Rings 1961 1440p BDREMUX GalaxyRG,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
clip show,"O,O"
Akvarium Eto Ne Lyubov 256kbps,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Машина Времени Менуэт 192kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Inception 8K DVDRip,"B-TITLE,B-QUALITY,I-QUALITY"
Inglourious Basterds 1982 480p WEBRip AV1 BluHD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Black Panther 1958 8K DVDR DTS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Deadpool 1993 480p WEB DL H 265 TrueHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Nochnoy Dozor 1953,"B-TITLE,I-TITLE,B-YEAR"
Jay Z Crawling ALAC,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Avengers Infinity War 8K DVDR,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Johnny Cash Stairway to Heaven M4A,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Daft Punk One M4A,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
The Last of Us S02E01 1080p DTS HD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY"
Heat 1991 1080p BDREMUX DivX RARBG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Москва слезам не верит 1080p BDREMUX H 264,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Stranger Things S02E11 1440p 10bit WEBRip VP9 DTS X,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Lyubov i Golubi 2010,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
Coldplay Time FLAC,"B-ARTIST,B-TITLE,B-QUALITY"
Zhmurki 2005 4K BDREMUX,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Hans Zimmer Wish You Were Here OGG,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
audio,O
Guardians of the Galaxy 2006 1080p BDRip,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
1987 Dune 2160p UHD BDREMUX AV1,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Brooklyn Nine Nine S08E04 1978 8K IMAX DVDR AV1,"B-TITLE,I-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1977 Forrest Gump HDRip AVC,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
1917 2022 8K VP9 DEMAND,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Lone Survivor,"B-TITLE,I-TITLE"
Deadpool 1988 480p DVDRip H 264 BluHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Nochnoy Dozor 1961,"B-TITLE,I-TITLE,B-YEAR"
Leviafan 1080p BRRip x264,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
RAW,O
Dvenadtsat 1964 720p HDR DVDRip x265 AMIABLE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Холоп DVDRip,"B-TITLE,B-QUALITY"
Zhmurki 1080p HDR10 DVDRip H 265 Atmos,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Grazhdanskaya Oborona Kogda Tvoya Devushka Bolna DSD,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Yurev Den 1999,"B-TITLE,I-TITLE,B-YEAR"
Zvezda 1979 2160p BDREMUX x265 AC3,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Pulp Fiction 1960 4K HDRip MEZG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
The Beatles Save Your Tears ALAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
1974,B-YEAR
Smells Like Teen Spirit,"B-TITLE,I-TITLE,I-TITLE,I-TITLE"
Spider Man 2024 8K HDRip,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
No Time to Die 1997 720p BDRip HEVC,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Once Upon a Time in Hollywood 2017 8K HDR10Plus DTS HD DEMAND,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Zveri Nam s Toboy M4A,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Jurassic World 2005 480p HDR REMUX,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Foo Fighters Back in Black 192kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Birdman 1999 2160p AV1,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Avengers Endgame 2016 1080p WEB DL x265 AMIABLE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
AC DC Heroes,"B-ARTIST,I-ARTIST,B-TITLE"
Memento 1974 4K H 264 AVS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Skyfall 1978 480p 10bit WEB DL,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Нелюбовь 1979,"B-TITLE,B-YEAR"
Madonna Stairway to Heaven,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Aliens 1954 720p REMUX YTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Moana WEB DL XviD DTS HD,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Last of Us S02E01 1953 480p UHD,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
The Hobbit 2016 1440p WEB DL HEVC DTS HD EVO,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Spotlight 1976 1080p HDR10 BDREMUX,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
v2,O
Macan Кайфуем OGG,"B-ARTIST,B-TITLE,B-QUALITY"
Durak 2020,"B-TITLE,B-YEAR"
Titanic 2021,"B-TITLE,B-YEAR"
Dark S04E18 1980 720p BDRip,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY"
Thor 1971,"B-TITLE,B-YEAR"
Terminator Genisys 2004 8K AVC ION10,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Drake Stairway to Heaven 128kbps,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Coldplay Highway to Hell 256kbps,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Admiral 1982 2160p BluRay x265 AMIABLE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Kendrick Lamar Master of Puppets 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Toy Story 1995,"B-TITLE,I-TITLE,B-YEAR"
Турецкий гамбит 2160p HDR10Plus Atmos,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
video,O
Forrest Gump 1994 2160p AV1 DD TGx,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Yolki 1985,"B-TITLE,B-YEAR"
Zvezda 1965 8K BRRip H 264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Blade Runner 2049 8K BDREMUX DD,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
1987 The Hobbit 480p BDRemux HEVC,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Whiplash 1981 2160p 8bit WEB DL x265 DDP5 1,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
DDT Pesnya bez Slov,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Хабиб Вечер DSD,"B-ARTIST,B-TITLE,B-QUALITY"
Inglourious Basterds 1958 4K DD5 1 YIFY,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Lady Gaga Imagine,"B-ARTIST,I-ARTIST,B-TITLE"
Bitva 8K WEBRip DTS HD,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Encanto 480p REMUX,"B-TITLE,B-QUALITY,I-QUALITY"
281,O
Blade Runner 2049 1080p WEBRip DivX,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Fight Club 8K DVDRip XviD,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
955,O
Дневной дозор 2015 1080p 8bit x265 TBS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Batman Begins 2003,"B-TITLE,I-TITLE,B-YEAR"
True Detective S04E20 8K HDTV x265 DD5 1,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Чебурашка 2000,"B-TITLE,B-YEAR"
Slovo Patsana S03E13 1957 4K BluRay H 264 DTS X,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
233,O
Сибирский цирюльник 1440p 8bit,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Parasite 1950 480p BDREMUX x264 TBS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Batman Begins 1988 4K AVC DDP,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
The Two Towers 1988 4K HDRip x264 Atmos TBS,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Hans Zimmer Save Your Tears 1978 FLAC,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY"
Return of the Jedi 1959 1080p DVDRip VP9 AVS,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Birdman 1997 1080p AVC AMIABLE,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Inception 1969 1440p 8bit DVDR x265 WiKi,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Hey Jude,"B-TITLE,I-TITLE"
Goodfellas,B-TITLE
Bi 2 Videli Noch 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Captain America 1983 720p 10bit DVDR MZABI,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Taylor Swift Hotel California 256kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Kaspiyskiy Gruz Pechal DSD,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
John Wick Chapter 2 8K REMUX,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Coldplay Creep Lossless,"B-ARTIST,B-TITLE,B-QUALITY"
AC DC Comfortably Numb,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE"
Captain America 2160p DVDR HEVC DTS X,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1950 John Wick 4K DVDR AV1 DTS,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Dark Knight 1965,"B-TITLE,I-TITLE,I-TITLE,B-YEAR"
The Matrix 1950 720p WEBRip,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Admiral 480p BDRip DivX EAC3,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Mayor 4K AVC,"B-TITLE,B-QUALITY,I-QUALITY"
Billie Eilish Master of Puppets,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Better Call Saul S08E16 8K,"B-TITLE,I-TITLE,I-TITLE,O,B-QUALITY"
Back to the Future 1996,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR"
Timati Boshetunmay AAC,"B-ARTIST,B-TITLE,B-QUALITY"
2001,B-YEAR
Arrival 2000 480p HDR10Plus BDRemux DTS HD AMZN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Imagine Dragons Creep 320kbps,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Maroon 5 Like a Rolling Stone 256kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Deadpool 1951 720p WEBRip WiKi,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Nirvana Stairway to Heaven,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Titanic 1956 2160p Dolby Vision WEBRip x264 DD5 1 YIFY,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Yolki 2011 2160p BDRip DivX FoV,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
1981 The Lord of the Rings 1440p HDRip,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
La La Land 1997 720p BRRip AV1 WiKi,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Moana 2011,"B-TITLE,B-YEAR"
Ночной дозор 1991 2160p REMUX x264,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Apocalypse Now 2160p WEBRip x264 TrueHD,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
MP3,B-QUALITY
Casino Royale 1958 2160p REMUX HEVC CMRG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Fargo S03E14 2012 720p DD5 1,"B-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Brilliantovaya Ruka 1977 2160p DVDR TrueHD GalaxyRG,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Yolki 1950 2160p DVDRip VP9 DTS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Spotlight,B-TITLE
Jay Z Starboy FLAC,"B-ARTIST,I-ARTIST,B-TITLE,B-QUALITY"
Pulp Fiction 1969 8K HDR BDREMUX AV1 WiKi,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Voyna 2002 4K DV BDRip TrueHD SiNNERS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Юрьев день 2015 480p HDR10Plus XviD,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Birdman 2000 720p IMAX HDTV PSA,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Gladiator 1992 1080p HDTV BluHD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Любовь и голуби 1080p UHD BluRay TrueHD,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
AC DC Enter Sandman 256kbps,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,B-QUALITY"
Breaking Bad S02E21 2016 1080p DVDR x264,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Nochnoy Dozor 2016 480p UHD BluRay HEVC GECKOS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Peaky Blinders S06E15 1985 480p,"B-TITLE,I-TITLE,O,B-YEAR,B-QUALITY"
Black Sabbath Smooth Criminal,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE"
Turetskiy Gambit 2023 1080p WEBRip x265 Atmos,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Memento 2018,"B-TITLE,B-YEAR"
Star Wars 2017 2160p IMAX WEB DL GECKOS,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Full Metal Jacket 2024 720p DV WEB DL XviD ION10,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Bitva 2004 720p H 264,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
The Lord of the Rings 1972 2160p BluRay x264,"B-TITLE,I-TITLE,I-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Birdman 1950 720p HDRip FoV,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Casino Royale 2160p HDR DVDRip AVC DD5 1,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Mazhor S03E21 480p BluRay,"B-TITLE,O,B-QUALITY,I-QUALITY"
Full Metal Jacket 2022 720p WEB DL AV1 DEMAND,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
AAC,B-QUALITY
Pink Thinking Out Loud 96kbps,"B-ARTIST,B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Durak 1998 4K BRRip RARBG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,O"
Captain America 480p BluRay VP9,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Chernaya Molniya 1972 1440p BRRip DDP5 1,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Сталинград 2009 1080p UHD WEBRip H 264 AMZN,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Goodfellas 1966 8K KOGi,"B-TITLE,B-YEAR,B-QUALITY,O"
Ночной дозор 2002,"B-TITLE,I-TITLE,B-YEAR"
media fragment,"O,O"
The Avengers 1971 1080p AV1,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY"
Операция Ы 2012 480p IMAX BRRip Atmos HONE,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
1968 Whiplash 4K BDRemux H 264 Atmos,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1917 1981 480p IMAX DDP5 1 GECKOS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Admiral 2009 8K BDRip x265 EVO,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,O"
Parasite 1958 1440p IMAX BDRip DivX DD,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Lion King 1440p HDR BDREMUX DTS,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Captain America UHD BRRip,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Kaspiyskiy Gruz Eto Ne Lyubov,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE"
Game of Thrones S05E11 4K HDR10Plus HDTV AC3,"B-TITLE,I-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Black Mirror S05E11 480p HDR10Plus HDTV VP9,"B-TITLE,I-TITLE,O,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Forrest Gump 480p WEB DL H 265,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Spotlight 1995 2160p WEB DL HEVC,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
The Departed 1952 2160p HDR BDREMUX,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY"
Birdman 2002 1440p HDR WEB DL x265 GalaxyRG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Full Metal Jacket x264,"B-TITLE,I-TITLE,I-TITLE,B-QUALITY"
Avengers Endgame 2011,"B-TITLE,I-TITLE,B-YEAR"
Дневной дозор 2003 8K HDR10Plus DVDR AV1 EAC3,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Kanye West Smells Like Teen Spirit M4A,"B-ARTIST,I-ARTIST,B-TITLE,I-TITLE,I-TITLE,I-TITLE,B-QUALITY"
clip,O
Durak 1987 1440p 8bit DVDR DivX CMRG,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
Brat 2 1961 480p WEBRip x264 DDP5 1 EbP,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
2024 Interstellar 1080p 10bit WEBRip H 265,"B-YEAR,B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Ironiya Sudby 2002,"B-TITLE,I-TITLE,B-YEAR"
1983 The Lion King 8K Dolby Vision WEBRip TrueHD,"B-YEAR,B-TITLE,I-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
1986 Indiana Jones 1080p HDTV,"B-YEAR,B-TITLE,I-TITLE,B-QUALITY,I-QUALITY"
Война 4K BDRip Atmos,"B-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Black Panther 4K HDR10 x264,"B-TITLE,I-TITLE,B-QUALITY,I-QUALITY,I-QUALITY"
Chernaya Molniya 1970 4K BTN,"B-TITLE,I-TITLE,B-YEAR,B-QUALITY,O"
The Lion King 2017 4K Dolby Vision AV1,"B-TITLE,I-TITLE,I-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY"
Brat 1960 1080p UHD DVDR x265 GECKOS,"B-TITLE,B-YEAR,B-QUALITY,I-QUALITY,I-QUALITY,I-QUALITY,O"
